;POOL.OQ;CHRW.OQ;AJG.N;CNP.N;WM.N;BA.N;LIN.N;WY.N;MCD.N;HD.N;SPG.N;HBAN.OQ;QRVO.OQ;CTRA.N;AIG.N;COST.OQ;DIS.N;PAYX.OQ;AMD.OQ;REG.OQ;DHI.N;TRV.N;BIO.N;BWA.N;WDC.OQ;VTR.N;IVZ.N;ZBRA.OQ;AMAT.OQ;FDS.N;SYK.N;VRSN.OQ;TECH.OQ;NVR.N;BBWI.N;LOW.N;BSX.N;SYY.N;FCX.N;MAS.N;BEN.N;EVRG.N;EXPD.OQ;RJF.N;CL.N;UNH.N;ARE.N;NLOK.OQ;LLY.N;NWL.OQ;AVB.N;PVH.N;CINF.OQ;SEE.N;WMB.N;EA.OQ;CB.N;TXN.OQ;BRO.N;BLL.N;RL.N;JPM.N;TTWO.OQ;RMD.N;LNT.OQ;PCAR.OQ;PWR.N;CCL.N;COO.N;SNA.N;ESS.N;JBHT.OQ;CMI.N;PNR.N;HPQ.N;TGT.N;NTAP.OQ;OXY.N;TER.OQ;WAB.N;EXC.OQ;EMN.N;AZO.N;FRT.N;DUK.N;DVN.N;RCL.N;VTRS.OQ;CAH.N;MKC.N;IEX.N;VLO.N;LH.N;DRI.N;MAA.N;JNJ.N;ABC.N;SHW.N;GD.N;SBAC.OQ;COP.N;ORCL.N;CPRT.OQ;TXT.N;T.N;FFIV.OQ;LEN.N;CDNS.OQ;NVDA.OQ;WELL.N;PLD.N;ROST.OQ;MRK.N;WEC.N;TMO.N;F.N;IBM.N;CERN.OQ;PEP.OQ;AOS.N;BLK.N;ABMD.OQ;CVS.N;PH.N;NSC.N;MSFT.OQ;HWM.N;BAX.N;HUM.N;TDY.N;GILD.OQ;CMA.N;NOC.N;PNW.N;BFb.N;DE.N;HSY.N;GL.N;SLB.N;ADI.OQ;MMC.N;IT.N;ECL.N;BXP.N;GE.N;ED.N;WFC.N;AEE.N;DLTR.OQ;NEE.N;FMC.N;KLAC.OQ;AME.N;NUE.N;D.N;EMR.N;DVA.N;CMS.N;RHI.N;BDX.N;MGM.N;SRE.N;EFX.N;USB.N;DHR.N;RTX.N;AAPL.OQ;MRO.N;ADM.N;APD.N;AXP.N;CLX.N;DOV.N;MTB.N;FDX.N;TROW.OQ;DRE.N;JKHY.OQ;O.N;MLM.N;PKI.N;L.N;QCOM.OQ;PENN.OQ;IPG.N;PHM.N;ANSS.OQ;KO.N;FISV.OQ;CSCO.OQ;ES.N;CTAS.OQ;RSG.N;MCK.N;WMT.N;AMGN.OQ;KIM.N;PXD.N;XRAY.OQ;EQR.N;URI.N;NKE.N;AES.N;GWW.N;K.N;COF.N;ROP.N;C.N;ODFL.OQ;A.N;GS.N;PSA.N;CPT.N;BK.N;FAST.OQ;ORLY.OQ;CSX.OQ;NI.N;MO.N;AEP.OQ;HOLX.OQ;BBY.N;LHX.N;APA.OQ;IFF.N;STT.N;JCI.N;FE.N;PNC.N;VZ.N;NEM.N;ROL.N;KEY.N;GIS.N;CMCSA.OQ;PFE.N;EIX.N;MU.OQ;UPS.N;TYL.N;UNP.N;BAC.N;KMX.N;PARA.OQ;IP.N;MDT.N;MMM.N;INTU.OQ;OKE.N;ADP.OQ;CHD.N;MTD.N;EBAY.OQ;PEG.N;CTSH.OQ;ALB.N;UDR.N;DGX.N;HIG.N;NDSN.OQ;AMT.N;CAG.N;UHS.N;TFX.N;WAT.N;INCY.OQ;LRCX.OQ;IDXX.OQ;PPG.N;HES.N;EOG.N;MAR.OQ;TJX.N;MNST.OQ;VMC.N;ALL.N;BMY.N;APH.N;HON.OQ;GPC.N;MHK.N;MCHP.OQ;CAT.N;PG.N;STE.N;BKR.OQ;AFL.N;CPB.N;PTC.OQ;FITB.OQ;MSI.N;XEL.OQ;HSIC.OQ;ITW.N;WST.N;ALK.N;PGR.N;ZION.OQ;KMB.N;SWKS.OQ;EL.N;SPGI.N;ADBE.OQ;ADSK.OQ;WHR.N;TT.N;TSN.N;AKAM.OQ;LUV.N;TSCO.OQ;AON.N;AMZN.OQ;MS.N;BRKb.N;KR.N;BKNG.OQ;STZ.N;XOM.N;SWK.N;HRL.N;INTC.OQ;TRMB.OQ;WBA.OQ;OMC.N;GLW.N;SBUX.OQ;ATO.N;ETR.N;HAL.N;TFC.N;ATVI.OQ;TAP.N;ABT.N;YUM.N;JNPR.N;RE.N;DTE.N;HST.OQ;IRM.N;PEAK.N;ROK.N;PPL.N;NTRS.OQ;VFC.N;ETN.N;CVX.N;LNC.N;CI.N;HAS.OQ;SO.N;VNO.N;CTXS.OQ;DISH.OQ;LUMN.N;LMT.N;SCHW.N;DXC.N;SNPS.OQ;J.N;SIVB.OQ;AVY.N
POOL.OQ;1;0.344287754;0.305563483;0.199364947;0.332012775;0.318116448;0.369075035;0.394180281;0.300586843;0.423719829;0.325881717;0.316189825;0.286561081;0.228612812;0.260633221;0.342477012;0.357209971;0.356229768;0.296324689;0.35263604;0.428187498;0.319233864;0.325741267;0.382008767;0.260695786;0.29237066;0.380847823;0.332338535;0.349154333;0.342888571;0.325405354;0.259883662;0.287230097;0.383906149;0.353307537;0.41319743;0.283218692;0.269306354;0.258332496;0.434199261;0.411220548;0.28901592;0.396831434;0.420455121;0.253607435;0.259630281;0.409896119;0.261425906;0.275470496;0.304660231;0.374444211;0.333801647;0.36380054;0.329459318;0.207526087;0.280709799;0.298020889;0.32517497;0.356283601;0.351310131;0.316350475;0.381231782;0.245235465;0.277949847;0.279007663;0.405033339;0.283366133;0.28972785;0.270075111;0.407077955;0.361708998;0.375965603;0.376763682;0.408920329;0.29547738;0.360741596;0.262253088;0.205610146;0.351911156;0.349699653;0.238968732;0.367348428;0.29163641;0.316324187;0.229196007;0.205465664;0.318406816;0.235935379;0.263481212;0.260228255;0.447637351;0.25835139;0.266408904;0.31646889;0.390149423;0.260858149;0.253414173;0.372312832;0.319872401;0.244296471;0.233015464;0.304847356;0.303607025;0.354422225;0.25010683;0.244886844;0.421926538;0.339845954;0.303601664;0.316220036;0.404358428;0.321059506;0.246727803;0.257643386;0.360429988;0.319601211;0.306167184;0.241498474;0.294115128;0.39310135;0.386848963;0.234073831;0.272356202;0.393526751;0.383553269;0.356994629;0.328530582;0.213761989;0.213587924;0.314264835;0.240293411;0.338543453;0.285446412;0.269826569;0.288064555;0.353586613;0.251046205;0.387700786;0.236604206;0.311872086;0.359278624;0.340688793;0.393485926;0.347104779;0.330842238;0.226369685;0.354390911;0.297385366;0.242105605;0.276374085;0.363570816;0.345984208;0.400842463;0.330133266;0.259176594;0.369787111;0.226020356;0.24212432;0.378672709;0.239428838;0.343024135;0.277281001;0.381486045;0.339924235;0.408225151;0.354866879;0.258716855;0.206289577;0.258722118;0.378370286;0.373772029;0.225920204;0.448518273;0.342164458;0.39161126;0.451417926;0.409967983;0.337596761;0.351178695;0.368982374;0.322020879;0.34844516;0.291635646;0.261552767;0.338382606;0.423743719;0.347605337;0.243293455;0.352438266;0.321379421;0.26721216;0.366457049;0.311582069;0.259306247;0.275197379;0.260409596;0.338240744;0.256974738;0.285953368;0.356276677;0.363640019;0.336821333;0.227990033;0.36365006;0.206526093;0.363618124;0.384555932;0.351564645;0.322584672;0.329244223;0.381855343;0.371819779;0.391933931;0.359186621;0.392109118;0.318344835;0.392477831;0.300598802;0.193886109;0.253032485;0.291278191;0.30861506;0.312651183;0.201475024;0.327936663;0.342197872;0.285051042;0.23639179;0.350612191;0.236449185;0.083950873;0.395205791;0.335146309;0.199180719;0.322939801;0.270130924;0.190993855;0.314083469;0.364150159;0.239685845;0.376543689;0.357224266;0.327675969;0.357686218;0.363517364;0.281576871;0.385937919;0.292601795;0.24512117;0.360130383;0.253213037;0.350505946;0.298241638;0.241409568;0.336383846;0.375079766;0.371645681;0.265115995;0.333189884;0.412303794;0.248909404;0.189290292;0.245958624;0.340604583;0.28029517;0.283607705;0.336160823;0.346486035;0.405417505;0.224885743;0.205319455;0.369358734;0.346736338;0.197209383;0.385949061;0.346285248;0.235938541;0.385844211;0.383190962;0.413054706;0.392407466;0.333842036;0.375419248;0.241473423;0.303151244;0.237722064;0.337042604;0.177566594;0.317824412;0.328244701;0.31202785;0.223572744;0.265505801;0.417790718;0.370777805;0.324925924;0.340788577;0.331982289;0.245347758;0.270383403;0.315478426;0.357717932;0.327889282;0.366981233;0.416844596;0.415158167;0.237909205;0.260118984;0.31475304;0.342312293;0.270236051;0.260405426;0.377045513;0.325519219;0.211816473;0.198396058;0.251991703;0.246855715;0.428302343;0.215266398;0.33807224;0.322506535;0.26813679;0.331612705;0.306712755;0.353384121;0.286340004;0.229238233;0.230307243;0.365883862;0.237976473;0.177135159;0.27241229;0.337691591;0.258054288;0.294861753;0.278387288;0.360113352;0.318243601;0.351096811;0.394089549;0.236401954;0.37820353;0.334311923;0.42383965;0.255642096;0.370608508;0.265420979;0.334342902;0.203146149;0.345786082;0.274765041;0.287182706;0.215390093;0.254776434;0.361238147;0.29346663;0.323011459;0.373461963;0.385573631;0.385319634
CHRW.OQ;0.344287754;1;0.276568971;0.224327618;0.340374181;0.323936955;0.38269799;0.358636998;0.266944203;0.355494332;0.325616298;0.301602312;0.2743748;0.271839892;0.250258832;0.333719883;0.341644663;0.373166386;0.233443033;0.353666357;0.335374388;0.330827014;0.275214284;0.351287092;0.245445475;0.280009131;0.388348644;0.306304213;0.316594104;0.315303719;0.306474079;0.261269635;0.246033312;0.284744671;0.312108847;0.344858616;0.268613166;0.277479585;0.280337445;0.349855833;0.407434939;0.277016771;0.576791849;0.412409581;0.257489339;0.250534635;0.349072898;0.25406324;0.253745332;0.285749912;0.350118907;0.311602028;0.366078396;0.297283442;0.225490926;0.25717457;0.311056385;0.330382993;0.3285256;0.326008057;0.318401339;0.369070188;0.201412833;0.239338135;0.274920797;0.445614603;0.282398593;0.306562253;0.230820124;0.366433047;0.328518044;0.485581928;0.390807787;0.344575283;0.304091163;0.348406764;0.278970869;0.283499552;0.333184476;0.396341114;0.266520144;0.364840486;0.27163537;0.332481206;0.230304951;0.268084827;0.29922878;0.234234973;0.28305415;0.257784628;0.438604013;0.300714181;0.218547517;0.303402925;0.350225319;0.277707454;0.247992615;0.315936525;0.34337916;0.222531383;0.306449;0.335821902;0.270746094;0.365811646;0.29066599;0.251767357;0.317042624;0.317375384;0.27599757;0.301459388;0.352866923;0.310359484;0.253222614;0.250253183;0.30572027;0.299908433;0.341177288;0.256587917;0.260416945;0.362839044;0.350321301;0.216697583;0.295864598;0.416300868;0.421209519;0.332625358;0.336530417;0.232424236;0.21960164;0.330905123;0.261796088;0.333011798;0.306528774;0.265568603;0.291193538;0.360118906;0.220258836;0.368458219;0.327264053;0.30944281;0.324424008;0.322463607;0.369856554;0.357995859;0.331034763;0.238469811;0.341736014;0.286024853;0.248125156;0.275064076;0.347444342;0.315684602;0.377431977;0.356716343;0.254895555;0.405369888;0.186551118;0.228196559;0.385258435;0.257258826;0.284246021;0.283267361;0.354502714;0.341145342;0.397671864;0.39372725;0.260433226;0.27235803;0.280200479;0.394992535;0.374421889;0.214896158;0.430408804;0.368712904;0.471449372;0.431654882;0.35198594;0.333986127;0.335144867;0.343455718;0.270816638;0.366536508;0.311437453;0.218322665;0.32574162;0.324262969;0.322645744;0.262138592;0.326370216;0.337892266;0.264849312;0.376081292;0.305081217;0.257833679;0.300144283;0.269928584;0.328341278;0.296006161;0.334070532;0.356275112;0.318893016;0.332749465;0.207691474;0.375345411;0.222532327;0.327229025;0.369722386;0.323647973;0.391094243;0.317878382;0.353392665;0.357563847;0.343224494;0.364639828;0.408562667;0.295291396;0.421694636;0.26416126;0.204812662;0.255290732;0.261098626;0.276835984;0.333009482;0.253972829;0.324063132;0.346892888;0.273669103;0.239492311;0.33418237;0.297055389;0.099788605;0.374234545;0.328126862;0.201353314;0.370774627;0.298776515;0.217309339;0.28381425;0.45244231;0.23840773;0.437677257;0.324480004;0.271982404;0.313033237;0.349797752;0.278540905;0.386865084;0.279773669;0.270542335;0.349176188;0.222902962;0.317170261;0.301658857;0.268301522;0.328444102;0.34855048;0.345661531;0.232424653;0.26497129;0.394125876;0.218714768;0.190977849;0.22269834;0.317318437;0.260139031;0.258536093;0.312557156;0.28978167;0.402807514;0.301438563;0.293120631;0.362826146;0.33282687;0.182823546;0.333760012;0.318129125;0.236387449;0.382034097;0.371297211;0.40185227;0.326262243;0.333499145;0.398134875;0.258481333;0.296086434;0.281666958;0.326330518;0.197681707;0.287455811;0.2911432;0.299532902;0.214667298;0.298875352;0.428116306;0.316347703;0.333133344;0.313920272;0.327969048;0.254875398;0.277154903;0.307582543;0.365290241;0.306761269;0.316498335;0.33387573;0.390079156;0.24440417;0.255475757;0.320662416;0.290713343;0.248454224;0.248578599;0.356000635;0.294611773;0.225304979;0.221462504;0.237975196;0.343944069;0.3912188;0.23353173;0.323672511;0.288163626;0.310372699;0.341897918;0.271212553;0.361206776;0.287069387;0.21718719;0.284025811;0.361025703;0.242127358;0.218636562;0.279174003;0.336058107;0.274274001;0.297556103;0.277160457;0.376262632;0.2972904;0.330545094;0.390878606;0.244192491;0.387501638;0.340123387;0.421795702;0.323973486;0.343882025;0.2616636;0.258679432;0.216152247;0.353553186;0.24635522;0.271179854;0.226845394;0.294468235;0.365652894;0.272242811;0.282031969;0.402775033;0.344738027;0.346532743
AJG.N;0.305563483;0.276568971;1;0.224765785;0.312989246;0.332982507;0.352494878;0.400764261;0.311716496;0.378644824;0.376413667;0.350293738;0.239489067;0.22027092;0.319826416;0.303545211;0.328354616;0.342445585;0.222350677;0.4073633;0.362476758;0.472571556;0.277762219;0.343538758;0.26166695;0.341124969;0.396208799;0.243414909;0.291255376;0.333351853;0.346044881;0.257532552;0.223412317;0.31021557;0.324618738;0.362049651;0.271130592;0.320880277;0.25893401;0.353972464;0.432976747;0.325119362;0.330559054;0.41955925;0.297317967;0.301327031;0.393572568;0.223405001;0.28099742;0.292715314;0.403211627;0.301990564;0.471355312;0.293517137;0.250258229;0.227797144;0.454182753;0.287401671;0.53847125;0.364991;0.289049164;0.438566804;0.169288023;0.258228599;0.328141885;0.377552422;0.243841148;0.310334882;0.273691057;0.384892374;0.394597327;0.300011033;0.325002799;0.336545395;0.265563087;0.305542664;0.225850114;0.254531125;0.287223783;0.329007278;0.298903069;0.362735363;0.295495399;0.399075334;0.283465943;0.252191777;0.281527772;0.224707404;0.296671252;0.305303041;0.395101227;0.271937545;0.309799584;0.298219154;0.394497937;0.316456066;0.295120128;0.346691548;0.34512935;0.171080658;0.300755782;0.264706614;0.295882341;0.347264336;0.306411316;0.170281959;0.374517101;0.3150491;0.204044391;0.362522201;0.386640249;0.331849279;0.298735743;0.285522965;0.316659093;0.281567408;0.318067501;0.226111136;0.331945864;0.328280008;0.391822332;0.195207718;0.285269207;0.39523595;0.323889866;0.319482342;0.309904809;0.278618321;0.25310602;0.324248637;0.221397841;0.419651263;0.311995046;0.344073291;0.333157958;0.312075557;0.300319722;0.468328572;0.289008198;0.273114384;0.567714488;0.275088684;0.399785384;0.404711656;0.377527483;0.28837686;0.409293429;0.320661712;0.253368639;0.298213093;0.326503113;0.269747581;0.382624153;0.296986593;0.308933667;0.393784694;0.21292955;0.263328894;0.345907011;0.28300407;0.319426799;0.322482304;0.410503835;0.409405179;0.367017882;0.360285789;0.216831476;0.239366773;0.287873753;0.373933595;0.429010338;0.221046266;0.399392914;0.406973138;0.355959971;0.441608821;0.383146919;0.379311372;0.403207612;0.343131604;0.25777303;0.423869201;0.251997878;0.25152772;0.305512748;0.385058318;0.275838932;0.319083279;0.391583209;0.287776414;0.280335925;0.404351924;0.310420673;0.278145301;0.281517244;0.284878239;0.386143701;0.274525734;0.340431819;0.406806651;0.324903978;0.320506538;0.20602152;0.351160054;0.263803451;0.387410239;0.356890723;0.377668036;0.248804932;0.263458238;0.349497779;0.377812322;0.424359754;0.421525663;0.37509896;0.301185683;0.334471061;0.281028944;0.232995431;0.30951461;0.23395718;0.241381611;0.302404368;0.238754078;0.325635681;0.363805151;0.264127436;0.280117953;0.417150649;0.307362071;0.074481541;0.376419726;0.374240078;0.25086165;0.333777391;0.309250455;0.268073994;0.251705346;0.323284471;0.210762215;0.354604663;0.382091204;0.253987437;0.299419239;0.359775487;0.331270259;0.357778138;0.278436283;0.321384704;0.407820653;0.249954692;0.304082717;0.28757588;0.32023438;0.245576347;0.322576066;0.395141678;0.297556376;0.362479761;0.363017205;0.197328942;0.235755456;0.295618692;0.340981825;0.231120562;0.220384366;0.276563776;0.272900723;0.390295307;0.257078537;0.253914086;0.377120805;0.362609054;0.199749053;0.350654554;0.4166396;0.287970251;0.297930872;0.362155312;0.392496949;0.352771031;0.260843242;0.333707491;0.273193602;0.320701556;0.258831989;0.439152009;0.242986586;0.25660614;0.38480162;0.266328117;0.235699822;0.290083534;0.401222119;0.280073487;0.323548666;0.422285091;0.359868684;0.30860782;0.206397166;0.310975286;0.387259113;0.290662393;0.279753757;0.373954266;0.367895356;0.238033553;0.200294132;0.30550665;0.241753064;0.4802108;0.21726244;0.335676855;0.372003264;0.195417474;0.182510681;0.288019786;0.321824002;0.398556098;0.252645959;0.291427114;0.278642823;0.277864951;0.327751694;0.234759558;0.304682307;0.33858032;0.282299186;0.268913225;0.437949396;0.191379372;0.245821198;0.320945851;0.31012436;0.212652184;0.394851251;0.335855985;0.36166182;0.298345668;0.378578532;0.354968423;0.288891847;0.457840142;0.352182052;0.393916991;0.327161888;0.442145294;0.299745564;0.264107202;0.286878692;0.405516158;0.213427848;0.231666187;0.235653915;0.290895004;0.370231961;0.278903296;0.287894789;0.354063595;0.371747293;0.368900627
CNP.N;0.199364947;0.224327618;0.224765785;1;0.289273514;0.307607583;0.311573974;0.321365768;0.24554331;0.225016995;0.310488566;0.213487161;0.159825233;0.241521432;0.235497586;0.169259563;0.260634892;0.229704681;0.123853422;0.321680671;0.235278971;0.337798734;0.195742677;0.248834053;0.176318228;0.308729559;0.2970434;0.195017327;0.166740504;0.223018583;0.285921079;0.126786324;0.166126601;0.195033868;0.21451814;0.238623943;0.220641356;0.311874109;0.259451376;0.244083768;0.295284484;0.418480012;0.221387211;0.288479574;0.245974977;0.26025824;0.321524863;0.117754155;0.254268741;0.24942661;0.323780724;0.246474023;0.330968443;0.203775826;0.314300545;0.149450886;0.324195863;0.164644013;0.253736342;0.265526591;0.224547597;0.28442626;0.113463642;0.187728798;0.485474849;0.268813767;0.206273651;0.25158352;0.218647813;0.288853934;0.324812031;0.218480489;0.288432623;0.269811066;0.205913475;0.176400504;0.125629043;0.300861116;0.174066852;0.268244668;0.489520349;0.292282812;0.206454379;0.333907386;0.445806282;0.272474355;0.263769342;0.211995933;0.24431328;0.25721076;0.295018809;0.285019159;0.168435585;0.243228531;0.320784685;0.247047599;0.210519972;0.239333855;0.299219541;0.187005813;0.317657736;0.163941721;0.203362978;0.277793288;0.28843124;0.109417362;0.226162798;0.219303717;0.153577496;0.325874447;0.299598171;0.234793523;0.240154546;0.460169142;0.223196428;0.239927647;0.253664639;0.130928908;0.249895421;0.225079585;0.270420601;0.122134294;0.213913923;0.320176528;0.278428774;0.20797642;0.290911044;0.219374062;0.197807508;0.221528484;0.143053826;0.280139606;0.244141036;0.507856899;0.291843119;0.247886811;0.311715691;0.330189581;0.282765444;0.15965202;0.25673186;0.220520357;0.300993663;0.320590866;0.272121635;0.462591852;0.274777378;0.511342283;0.128934029;0.460548933;0.303457481;0.151527347;0.306966524;0.261710762;0.516718214;0.319370165;0.128722498;0.486856897;0.231936434;0.22126181;0.235870527;0.496640702;0.273691308;0.274296239;0.263043329;0.319064966;0.131097616;0.274797472;0.276299726;0.319291293;0.295908997;0.175250927;0.323411998;0.27066909;0.26119673;0.286739577;0.300080278;0.173003523;0.338321695;0.258833504;0.198150905;0.347623157;0.148521662;0.196049984;0.273076978;0.240770088;0.185026175;0.297546223;0.256152054;0.16977997;0.451574951;0.291456741;0.268221027;0.226061337;0.170355811;0.214525253;0.301359728;0.26582624;0.22973103;0.295153049;0.254173175;0.22892889;0.300025479;0.259138542;0.234890545;0.25291383;0.285648427;0.267316465;0.199772634;0.181433862;0.258957322;0.278716725;0.301751807;0.285566975;0.235866464;0.172396075;0.290521185;0.478087334;0.223645225;0.512428435;0.200510822;0.155300032;0.250029114;0.286384038;0.268910837;0.263118906;0.239486303;0.418435479;0.263652591;0.255235637;0.137685861;0.223879042;0.281903663;0.236859701;0.297703156;0.241879921;0.368927415;0.160597393;0.257412384;0.129587906;0.303268615;0.250321241;0.174746167;0.264336748;0.294370062;0.275495138;0.266762846;0.133670091;0.378368589;0.283675607;0.235908657;0.210520148;0.108508397;0.510675187;0.19131679;0.275935458;0.321501857;0.193479582;0.250523802;0.265250384;0.235578988;0.198187499;0.236339252;0.289843998;0.16965383;0.158965071;0.173610414;0.178708036;0.325382982;0.28429804;0.27481387;0.262126838;0.224087892;0.140569749;0.252120051;0.294789092;0.247479132;0.25580529;0.287867637;0.326185992;0.262223436;0.168744826;0.273601818;0.249760516;0.206751255;0.281042162;0.279151234;0.217848139;0.161960998;0.235474779;0.194885283;0.464960633;0.223358689;0.309702306;0.225290693;0.246856614;0.260726663;0.222682777;0.241184638;0.162452842;0.222794929;0.29744571;0.170203111;0.185329538;0.240994187;0.286695887;0.224065003;0.096054363;0.246217156;0.174475082;0.206754757;0.122718813;0.280666406;0.285046809;0.182334912;0.12720978;0.245885914;0.330560236;0.304184167;0.209805636;0.188828374;0.164982887;0.21835783;0.268270258;0.195898861;0.22050482;0.409724013;0.513473823;0.298031467;0.290025019;0.13348179;0.269054447;0.257523443;0.214966238;0.128719233;0.289903036;0.519594083;0.28181449;0.260286548;0.31931076;0.292046184;0.497659108;0.294920506;0.261957048;0.291129504;0.36476262;0.300002333;0.251821339;0.215183348;0.407032392;0.327642797;0.119427456;0.223775885;0.2193045;0.246101744;0.216552815;0.256269991;0.163484618;0.267131564;0.214857172;0.28050293
WM.N;0.332012775;0.340374181;0.312989246;0.289273514;1;0.355881177;0.432312963;0.428026861;0.348570936;0.388611198;0.32701271;0.302694075;0.236934461;0.270336757;0.283654636;0.31810675;0.400680834;0.402939769;0.239202832;0.356057343;0.322613402;0.41441051;0.285075079;0.342215937;0.247235178;0.310285573;0.410407612;0.302371449;0.283468652;0.331590954;0.346166613;0.2457492;0.257499167;0.31777996;0.315208517;0.364447841;0.326679956;0.362198839;0.267293053;0.377101849;0.434686777;0.354526929;0.364677929;0.409103649;0.352025709;0.340976356;0.376418552;0.215816884;0.321897744;0.321620075;0.373555819;0.319394685;0.444189368;0.324917966;0.275818006;0.246591176;0.38745115;0.311855583;0.375154058;0.391496029;0.305201091;0.398965433;0.204923136;0.276632664;0.391331624;0.421060848;0.279401972;0.336035094;0.302357847;0.420401453;0.362907364;0.327525206;0.412591196;0.395516841;0.313294665;0.337954546;0.240029514;0.28893142;0.301244467;0.336915566;0.351157557;0.411012964;0.297821901;0.348832305;0.356953624;0.256515696;0.331778053;0.22381497;0.311108128;0.312214145;0.422067025;0.323613828;0.286050783;0.320222384;0.359221422;0.374322934;0.28603505;0.360598089;0.389485182;0.219455134;0.32994507;0.317088439;0.288278923;0.394116142;0.373327468;0.21065144;0.314414057;0.285845902;0.255073527;0.33786087;0.361075544;0.301238666;0.328539321;0.382824236;0.392186986;0.313040583;0.366367688;0.250255771;0.3610497;0.361300994;0.361755306;0.194228743;0.315982904;0.440905887;0.400411175;0.361160613;0.368767212;0.303842497;0.27320519;0.30857953;0.241247051;0.351978097;0.356565797;0.376717786;0.368226569;0.369867525;0.31897367;0.430970551;0.329255223;0.291017281;0.378586653;0.333315395;0.453188003;0.368259808;0.361132466;0.360020218;0.35952136;0.406756652;0.252207093;0.396986178;0.383357784;0.280475474;0.40111025;0.371340229;0.37301712;0.438753199;0.271649518;0.351123608;0.363208599;0.336541079;0.301285365;0.39380288;0.401658619;0.378106169;0.425663238;0.447079698;0.254052505;0.272592998;0.346588873;0.464049445;0.417312724;0.26782264;0.437037232;0.367539106;0.376572935;0.427366293;0.358336892;0.333662589;0.363071999;0.353276695;0.312688652;0.452876587;0.257299892;0.217668409;0.349327401;0.334958562;0.276748571;0.341458828;0.385804412;0.318059215;0.384283699;0.394948276;0.606619179;0.298758539;0.33005015;0.292418321;0.346111588;0.287296432;0.327600696;0.351213007;0.318766844;0.32814585;0.287118337;0.371132486;0.279920892;0.355191857;0.397692743;0.352363193;0.267620601;0.306446414;0.381521104;0.353246861;0.343957713;0.38875371;0.356894716;0.303307418;0.408170554;0.380144443;0.284937739;0.364336556;0.213781032;0.270528628;0.330593232;0.250595944;0.347210374;0.354662732;0.30600409;0.332982233;0.354356803;0.350592143;0.111303142;0.347692249;0.359551255;0.313672817;0.382108607;0.34365402;0.301023891;0.27405644;0.388388575;0.206261238;0.402097314;0.343094771;0.278185154;0.353656155;0.396475088;0.374212903;0.409417653;0.289961551;0.346988708;0.412611007;0.276245731;0.330666315;0.241978385;0.377595996;0.313429955;0.36613964;0.370271766;0.314841567;0.310806746;0.371207228;0.246882778;0.26740587;0.294784167;0.386930908;0.27697058;0.232277816;0.288843619;0.292739344;0.44424078;0.289607772;0.285903107;0.371843796;0.352244934;0.19278864;0.35837027;0.402509662;0.300578309;0.385119102;0.42687589;0.433446143;0.340090943;0.294579237;0.405236956;0.337099284;0.328391495;0.305952371;0.368387684;0.276522367;0.265574414;0.316593203;0.315371695;0.29341808;0.317092331;0.482174831;0.303552723;0.329088383;0.398556485;0.315717244;0.358289491;0.238390014;0.317603266;0.402632447;0.302611131;0.320991852;0.356701943;0.424916764;0.23778989;0.22879531;0.330361459;0.26253525;0.308410762;0.22705073;0.413479513;0.353957632;0.262906275;0.201413213;0.304524162;0.373499865;0.412059614;0.274726161;0.318497433;0.266047089;0.316070223;0.383351381;0.293007994;0.336429365;0.36767873;0.3693731;0.297468789;0.38304557;0.226419748;0.301565992;0.334016319;0.343265541;0.237451307;0.377064841;0.40865572;0.362691727;0.338667117;0.354698494;0.432083667;0.337395889;0.398519204;0.354465895;0.438961454;0.374211452;0.369162276;0.323147568;0.292619144;0.327101213;0.347073358;0.270343453;0.295077195;0.278319851;0.357736337;0.369291654;0.28159849;0.296663082;0.393299748;0.336715174;0.409028972
